"filename", "language", "Markdown", "Batch", "YAML", "JSON with Comments", "JSON", "TypeScript", "PostCSS", "TypeScript JSX", "XML", "HTML", "JavaScript", "comment", "blank", "total"
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\components\agentBuilder\ContentFileDialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 10, 8, 109
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\components\agentBuilder\SourceFilterDropdown.css", "PostCSS", 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 18, 143
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\components\agentBuilder\SourceFilterDropdown.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 13, 11, 110
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\components\favorites\AddFavoriteMessage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 13, 14, 120
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\components\favorites\FavoritesPickerDialog.css", "PostCSS", 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 14, 105
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\components\favorites\FavoritesPickerDialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 18, 10, 127
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\components\searchTools\FilterDialog.css", "PostCSS", 0, 0, 0, 0, 0, 0, 131, 0, 0, 0, 0, 0, 21, 152
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\components\searchTools\FilterDialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 21, 13, 131
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\components\searchTools\HoverPanel.css", "PostCSS", 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 2, 18, 129
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\components\searchTools\HoverPanel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 311, 0, 0, 0, 20, 18, 349
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\components\searchTools\SearchBar.css", "PostCSS", 0, 0, 0, 0, 0, 0, 435, 0, 0, 0, 0, 1, 63, 499
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\components\searchTools\SearchBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 749, 0, 0, 0, 19, 40, 808
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\components\searchTools\StatusBar.css", "PostCSS", 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 8, 65
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\components\searchTools\StatusBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 9, 5, 58
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\components\searchView\ChatMap.css", "PostCSS", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 4, 47
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\components\searchView\ChatMap.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 13, 6, 105
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\components\searchView\ChatViewDialog.css", "PostCSS", 0, 0, 0, 0, 0, 0, 270, 0, 0, 0, 0, 8, 37, 315
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\components\searchView\ChatViewDialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 284, 0, 0, 0, 25, 26, 335
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\components\searchView\ClipboardBasket.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 13, 6, 92
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\components\searchView\ClipboardMessage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 9, 3, 53
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\components\searchView\EditResultsView.css", "PostCSS", 0, 0, 0, 0, 0, 0, 279, 0, 0, 0, 0, 0, 49, 328
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\components\searchView\EditResultsView.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 540, 0, 0, 0, 21, 31, 592
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\components\searchView\EditScope.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 14, 10, 142
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\d3\chatMapEngine.ts", "TypeScript", 0, 0, 0, 0, 0, 967, 0, 0, 0, 0, 0, 13, 102, 1082
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\d3\colors.ts", "TypeScript", 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 1, 11, 100
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\d3\dateFormat.ts", "TypeScript", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 8, 4, 56
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\d3\grouping.ts", "TypeScript", 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 13, 14, 122
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\d3\layout.ts", "TypeScript", 0, 0, 0, 0, 0, 206, 0, 0, 0, 0, 0, 13, 30, 249
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\hooks\useChatMap.ts", "TypeScript", 0, 0, 0, 0, 0, 195, 0, 0, 0, 0, 0, 2, 23, 220
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\hooks\useFavorites.ts", "TypeScript", 0, 0, 0, 0, 0, 162, 0, 0, 0, 0, 0, 4, 18, 184
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\hooks\useOnlineStatus.ts", "TypeScript", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 1, 4, 23
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\hooks\useScopes.ts", "TypeScript", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 5, 33
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\hooks\useSearch.ts", "TypeScript", 0, 0, 0, 0, 0, 382, 0, 0, 0, 0, 0, 2, 23, 407
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\hooks\useSearchHistory.ts", "TypeScript", 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 2, 16, 111
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\hooks\useViews.ts", "TypeScript", 0, 0, 0, 0, 0, 337, 0, 0, 0, 0, 0, 0, 37, 374
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 445, 0, 0, 0, 0, 5, 72, 522
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 6, 2, 17
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\shared\greenFlash.ts", "TypeScript", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 7, 39
"d:\Codez\Nexus\Reach2\context-core\visualizer\src\types.ts", "TypeScript", 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0, 23, 40, 351
"d:\Codez\Nexus\Reach2\context-core\visualizer\start.bat", "Batch", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\Codez\Nexus\Reach2\context-core\visualizer\tsconfig.app.json", "JSON", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 1, 18
"d:\Codez\Nexus\Reach2\context-core\visualizer\tsconfig.json", "JSON with Comments", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\Codez\Nexus\Reach2\context-core\visualizer\tsconfig.node.json", "JSON", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 13
"d:\Codez\Nexus\Reach2\context-core\visualizer\tsconfig.node.tsbuildinfo", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\Codez\Nexus\Reach2\context-core\visualizer\vite.config.ts", "TypeScript", 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 3, 88
"d:\Codez\Nexus\Reach2\context-core\visualizer\zz-reach2\architecture\agents\archi-agent-builder-ui.md", "Markdown", 541, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 143, 684
"d:\Codez\Nexus\Reach2\context-core\visualizer\zz-reach2\architecture\archi-context-core-visualizer.md", "Markdown", 649, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 179, 828
"d:\Codez\Nexus\Reach2\context-core\visualizer\zz-reach2\architecture\ui\archi-context-core-visualizer-ui.md", "Markdown", 350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 163, 513
"d:\Codez\Nexus\Reach2\context-core\visualizer\zz-reach2\architecture\ui\archi-search-ui.md", "Markdown", 706, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 169, 875
"Total", "-", 11577, 4, 15, 261, 7828, 24249, 2597, 4609, 134, 61, 5262, 7496, 8060, 72153
